Company Symbol,Period,Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit Before Tax,Tax %,Net Profit,EPS in Rs,PDF URL
WENDT,Mar 2025,53.40,42.38,11.02,20.64%,1.92,0.01,2.31,10.62,22.60%,8.22,41.10,https://www.screener.in/company/source/quarter/3745/3/2025/
WENDT,Jun 2025,75.60,57.25,18.35,24.27%,2.11,0.01,3.30,17.15,24.84%,12.89,64.45,https://www.screener.in/company/source/quarter/3745/6/2025/
WENDT,Sep 2025,52.17,44.89,7.28,13.95%,1.70,0.01,3.44,5.53,31.65%,3.78,18.90,https://www.screener.in/company/source/quarter/3745/9/2025/
WESTLIFE,Sep 2022,537.92,450.66,87.26,16.22%,1.81,21.52,35.79,31.76,25.76%,23.58,1.51,https://www.screener.in/company/source/quarter/3749/9/2022/
WESTLIFE,Dec 2022,572.43,476.50,95.93,16.76%,5.19,22.54,36.63,41.95,24.82%,31.54,2.02,https://www.screener.in/company/source/quarter/3749/12/2022/
WESTLIFE,Mar 2023,611.45,509.26,102.19,16.71%,7.75,23.37,38.56,48.01,24.24%,36.37,2.33,https://www.screener.in/company/source/quarter/3749/3/2023/
WESTLIFE,Jun 2023,556.37,467.70,88.67,15.94%,5.59,25.33,41.20,27.73,27.55%,20.09,1.29,https://www.screener.in/company/source/quarter/3749/6/2023/
WESTLIFE,Sep 2023,614.54,510.38,104.16,16.95%,5.28,26.01,42.85,40.58,28.98%,28.83,1.85,https://www.screener.in/company/source/quarter/3749/9/2023/
WESTLIFE,Dec 2023,614.73,516.51,98.22,15.98%,3.30,27.38,43.94,30.20,25.96%,22.37,1.43,https://www.screener.in/company/source/quarter/3749/12/2023/
WESTLIFE,Mar 2024,600.25,508.23,92.02,15.33%,4.70,28.12,45.50,23.10,25.32%,17.24,1.11,https://www.screener.in/company/source/quarter/3749/3/2024/
WESTLIFE,Jun 2024,562.28,487.35,74.93,13.33%,5.18,28.21,49.94,1.96,60.71%,0.76,0.05,https://www.screener.in/company/source/quarter/3749/6/2024/
WESTLIFE,Sep 2024,616.33,537.71,78.62,12.76%,5.11,29.83,49.38,4.52,27.88%,3.25,0.21,https://www.screener.in/company/source/quarter/3749/9/2024/
WESTLIFE,Dec 2024,618.01,541.99,76.02,12.30%,6.47,31.57,50.21,0.71,49.30%,0.36,0.02,https://www.screener.in/company/source/quarter/3749/12/2024/
WESTLIFE,Mar 2025,653.72,565.58,88.14,13.48%,2.94,32.92,51.67,6.49,-8.01%,7.01,0.45,https://www.screener.in/company/source/quarter/3749/3/2025/
WESTLIFE,Jun 2025,603.14,526.10,77.04,12.77%,9.95,32.82,52.84,1.33,-14.29%,1.52,0.10,https://www.screener.in/company/source/quarter/3749/6/2025/
DHANI,Sep 2022,246.38,266.25,-19.87,-8.06%,28.29,58.83,28.65,-79.06,31.44%,-103.91,-1.69,https://www.screener.in/company/source/quarter/1435/9/2022/
DHANI,Dec 2022,130.16,210.80,-80.64,-61.95%,52.77,42.26,27.63,-97.76,-10.70%,-87.29,-1.46,https://www.screener.in/company/source/quarter/1435/12/2022/
DHANI,Mar 2023,147.69,214.67,-66.98,-45.35%,20.22,34.98,17.46,-99.20,-6.78%,-92.47,-1.56,https://www.screener.in/company/source/quarter/1435/3/2023/
DHANI,Jun 2023,84.29,298.71,-214.42,-254.38%,29.93,29.98,17.11,-231.58,-14.66%,-197.64,-3.25,https://www.screener.in/company/source/quarter/1435/6/2023/
DHANI,Sep 2023,119.60,163.79,-44.19,-36.95%,5.09,25.72,18.24,-83.06,13.80%,-94.52,-1.57,https://www.screener.in/company/source/quarter/1435/9/2023/
DHANI,Dec 2023,98.58,162.24,-63.66,-64.58%,14.21,24.24,15.75,-89.44,17.33%,-104.94,-1.75,https://www.screener.in/company/source/quarter/1435/12/2023/
DHANI,Mar 2024,87.11,157.88,-70.77,-81.24%,20.43,22.48,14.30,-87.12,2.70%,-89.46,-1.48,https://www.screener.in/company/source/quarter/1435/3/2024/
DHANI,Jun 2024,117.56,174.02,-56.46,-48.03%,16.77,20.74,14.45,-74.88,13.53%,-85.01,-1.42,https://www.screener.in/company/source/quarter/1435/6/2024/
DHANI,Sep 2024,107.37,165.67,-58.30,-54.30%,21.55,18.31,12.84,-67.90,22.75%,-83.35,-1.37,https://www.screener.in/company/source/quarter/1435/9/2024/
DHANI,Dec 2024,102.63,79.58,23.05,22.46%,10.60,17.38,5.99,10.28,59.14%,4.19,0.26,https://www.screener.in/company/source/quarter/1435/12/2024/
DHANI,Mar 2025,94.91,57.25,37.66,39.68%,14.22,15.42,5.63,30.83,83.10%,5.22,0.08,https://www.screener.in/company/source/quarter/1435/3/2025/
DHANI,Jun 2025,89.85,104.04,-14.19,-15.79%,45.74,13.08,5.68,12.79,50.82%,6.29,0.12,https://www.screener.in/company/source/quarter/1435/6/2025/
OIL,Sep 2022,"10,678","5,804","4,874",46%,171,244,468,"4,333",25%,"3,230",17.25,https://www.screener.in/company/source/quarter/2322/9/2022/
OIL,Dec 2022,"8,259","5,555","2,703",33%,727,258,511,"2,662",21%,"2,116",11.66,https://www.screener.in/company/source/quarter/2322/12/2022/
OIL,Mar 2023,"9,302","5,394","3,908",42%,132,246,530,"3,264",23%,"2,529",14.04,https://www.screener.in/company/source/quarter/2322/3/2023/
OIL,Jun 2023,"7,852","4,549","3,303",42%,173,153,438,"2,885",31%,"1,980",10.71,https://www.screener.in/company/source/quarter/2322/6/2023/
OIL,Sep 2023,"6,208","3,932","2,277",37%,259,214,478,"1,843",24%,"1,399",8.77,https://www.screener.in/company/source/quarter/2322/9/2023/
OIL,Dec 2023,"7,497","4,027","3,469",46%,"-1,983",279,499,708,10%,640,2.59,https://www.screener.in/company/source/quarter/2322/12/2023/
OIL,Mar 2024,"9,614","6,171","3,443",36%,635,236,576,"3,266",20%,"2,608",14.43,https://www.screener.in/company/source/quarter/2322/3/2024/
OIL,Jun 2024,"9,147","5,886","3,261",36%,578,234,576,"3,028",23%,"2,333",13.16,https://www.screener.in/company/source/quarter/2322/6/2024/
OIL,Sep 2024,"8,120","4,978","3,142",39%,355,242,553,"2,701",25%,"2,016",11.59,https://www.screener.in/company/source/quarter/2322/9/2024/
OIL,Dec 2024,"7,247","4,711","2,536",35%,977,280,608,"2,626",21%,"2,069",12.40,https://www.screener.in/company/source/quarter/2322/12/2024/
OIL,Mar 2025,"8,337","5,795","2,542",30%,302,304,624,"1,917",24%,"1,457",8.23,https://www.screener.in/company/source/quarter/2322/3/2025/
OIL,Jun 2025,"8,808","6,220","2,588",29%,382,244,533,"2,193",32%,"1,497",8.05,https://www.screener.in/company/source/quarter/2322/6/2025/
SHANKARA,Sep 2022,833,806,26,3%,0,6,4,16,25%,12,5.27,https://www.screener.in/company/source/quarter/1273698/9/2022/
SHANKARA,Dec 2022,907,880,27,3%,3,6,4,20,21%,16,6.81,https://www.screener.in/company/source/quarter/1273698/12/2022/
SHANKARA,Mar 2023,"1,080","1,051",29,3%,4,6,4,23,28%,16,7.18,https://www.screener.in/company/source/quarter/1273698/3/2023/
SHANKARA,Jun 2023,"1,210","1,174",36,3%,1,7,4,26,26%,19,8.39,https://www.screener.in/company/source/quarter/1273698/6/2023/
SHANKARA,Sep 2023,"1,132","1,098",34,3%,0,7,4,23,25%,17,7.58,https://www.screener.in/company/source/quarter/1273698/9/2023/
SHANKARA,Dec 2023,"1,142","1,107",36,3%,1,8,4,24,26%,18,7.99,https://www.screener.in/company/source/quarter/1273698/12/2023/
SHANKARA,Mar 2024,"1,177","1,139",38,3%,2,8,4,28,24%,21,8.85,https://www.screener.in/company/source/quarter/1273698/3/2024/
SHANKARA,Jun 2024,"1,377","1,334",43,3%,2,9,4,32,25%,24,10.01,https://www.screener.in/company/source/quarter/1273698/6/2024/
SHANKARA,Sep 2024,"1,291","1,250",41,3%,1,16,4,22,25%,16,6.63,https://www.screener.in/company/source/quarter/1273698/9/2024/
SHANKARA,Dec 2024,"1,329","1,293",37,3%,1,13,4,20,25%,15,6.29,https://www.screener.in/company/source/quarter/1273698/12/2024/
SHANKARA,Mar 2025,"1,437","1,397",40,3%,1,12,4,25,28%,18,7.31,https://www.screener.in/company/source/quarter/1273698/3/2025/
SHANKARA,Jun 2025,"1,639","1,588",51,3%,1,12,4,37,23%,28,11.76,https://www.screener.in/company/source/quarter/1273698/6/2025/
HUHTAMAKI,Mar 2014,281,254,27,10%,8,1,11,23,26%,17,2.66,https://www.screener.in/company/source/quarter/2407/3/2014/
HUHTAMAKI,Jun 2014,292,260,32,11%,3,1,11,22,23%,17,2.70,https://www.screener.in/company/source/quarter/2407/6/2014/
HUHTAMAKI,Sep 2014,309,278,32,10%,5,1,11,25,22%,19,2.98,https://www.screener.in/company/source/quarter/2407/9/2014/
HUHTAMAKI,Dec 2014,314,287,27,9%,2,1,11,18,23%,14,1.82,https://www.screener.in/company/source/quarter/2407/12/2014/
HUHTAMAKI,Mar 2015,310,281,29,9%,6,1,11,23,20%,18,2.45,https://www.screener.in/company/source/quarter/2407/3/2015/
HUHTAMAKI,Jun 2015,442,388,54,12%,3,9,20,29,26%,21,2.82,https://www.screener.in/company/source/quarter/2407/6/2015/
HUHTAMAKI,Sep 2015,545,482,63,12%,3,11,24,31,33%,21,2.74,https://www.screener.in/company/source/quarter/2407/9/2015/
HUHTAMAKI,Dec 2015,522,472,50,10%,5,11,24,21,22%,16,2.20,https://www.screener.in/company/source/quarter/2407/12/2015/
HUHTAMAKI,Mar 2016,528,463,65,12%,3,10,23,35,41%,20,2.83,https://www.screener.in/company/source/quarter/2407/3/2016/
HUHTAMAKI,Jun 2016,526,446,79,15%,4,10,23,50,30%,35,4.71,https://www.screener.in/company/source/quarter/2407/6/2016/
HUHTAMAKI,Sep 2016,572,513,59,10%,4,8,23,33,39%,20,2.51,https://www.screener.in/company/source/quarter/2407/9/2016/
HUHTAMAKI,Dec 2016,557,502,56,10%,4,8,23,29,40%,18,2.31,https://www.screener.in/company/source/quarter/2407/12/2016/
AMNPLST,Sep 2022,138.40,127.55,10.85,7.84%,0.56,2.59,1.21,7.61,25.36%,5.69,1.03,https://www.screener.in/company/source/quarter/167/9/2022/
AMNPLST,Dec 2022,131.39,122.86,8.53,6.49%,0.17,2.55,1.21,4.94,26.72%,3.61,0.66,https://www.screener.in/company/source/quarter/167/12/2022/
AMNPLST,Mar 2023,160.63,151.42,9.21,5.73%,0.90,2.45,1.21,6.45,23.72%,4.92,0.89,https://www.screener.in/company/source/quarter/167/3/2023/
AMNPLST,Jun 2023,166.88,153.01,13.87,8.31%,1.04,2.51,1.21,11.19,23.59%,8.55,1.55,https://www.screener.in/company/source/quarter/167/6/2023/
AMNPLST,Sep 2023,137.00,122.86,14.14,10.32%,0.49,2.92,1.22,10.49,24.59%,7.92,1.44,https://www.screener.in/company/source/quarter/167/9/2023/
AMNPLST,Dec 2023,157.40,141.48,15.92,10.11%,1.10,3.52,1.27,12.23,25.59%,9.09,1.65,https://www.screener.in/company/source/quarter/167/12/2023/
AMNPLST,Mar 2024,175.27,158.25,17.02,9.71%,0.98,3.33,1.28,13.39,26.21%,9.88,1.80,https://www.screener.in/company/source/quarter/167/3/2024/
AMNPLST,Jun 2024,177.34,155.30,22.04,12.43%,0.13,3.32,1.36,17.49,25.96%,12.94,2.35,https://www.screener.in/company/source/quarter/167/6/2024/
AMNPLST,Sep 2024,137.48,122.68,14.80,10.77%,0.38,2.29,1.35,11.54,25.04%,8.66,1.57,https://www.screener.in/company/source/quarter/167/9/2024/
AMNPLST,Dec 2024,166.64,150.36,16.28,9.77%,0.46,2.38,1.37,12.99,24.71%,9.78,1.78,https://www.screener.in/company/source/quarter/167/12/2024/
AMNPLST,Mar 2025,190.79,173.83,16.96,8.89%,0.22,2.57,1.41,13.20,26.06%,9.76,1.77,https://www.screener.in/company/source/quarter/167/3/2025/
AMNPLST,Jun 2025,165.81,144.84,20.97,12.65%,0.18,2.57,1.41,17.17,25.39%,12.81,2.33,https://www.screener.in/company/source/quarter/167/6/2025/
GARFIBRES,Sep 2022,304,264,41,13%,5,3,5,37,24%,28,2.73,https://www.screener.in/company/source/quarter/1103/9/2022/
GARFIBRES,Dec 2022,356,294,62,17%,8,3,5,61,22%,48,4.63,https://www.screener.in/company/source/quarter/1103/12/2022/
GARFIBRES,Mar 2023,275,227,47,17%,8,3,6,47,22%,37,3.59,https://www.screener.in/company/source/quarter/1103/3/2023/
GARFIBRES,Jun 2023,370,291,80,22%,8,3,6,78,24%,60,5.86,https://www.screener.in/company/source/quarter/1103/6/2023/
GARFIBRES,Sep 2023,326,267,58,18%,9,4,6,57,25%,43,4.22,https://www.screener.in/company/source/quarter/1103/9/2023/
GARFIBRES,Dec 2023,328,260,69,21%,10,4,6,68,23%,52,5.15,https://www.screener.in/company/source/quarter/1103/12/2023/
GARFIBRES,Mar 2024,289,236,53,18%,11,3,7,55,21%,43,4.25,https://www.screener.in/company/source/quarter/1103/3/2024/
GARFIBRES,Jun 2024,382,291,91,24%,13,6,7,91,23%,70,6.88,https://www.screener.in/company/source/quarter/1103/6/2024/
GARFIBRES,Sep 2024,336,272,64,19%,11,6,7,62,25%,47,4.71,https://www.screener.in/company/source/quarter/1103/9/2024/
GARFIBRES,Dec 2024,421,329,91,22%,10,6,7,88,25%,66,6.64,https://www.screener.in/company/source/quarter/1103/12/2024/
GARFIBRES,Mar 2025,351,286,65,18%,9,4,7,62,23%,48,4.81,https://www.screener.in/company/source/quarter/1103/3/2025/
GARFIBRES,Jun 2025,433,334,98,23%,9,3,7,97,27%,71,7.16,https://www.screener.in/company/source/quarter/1103/6/2025/
ASIANENE,Sep 2022,27.44,32.78,-5.34,-19.46%,1.09,0.23,5.97,-10.45,-19.04%,-8.46,-2.22,https://www.screener.in/company/source/quarter/294/9/2022/
ASIANENE,Dec 2022,24.93,32.18,-7.25,-29.08%,-5.07,0.76,5.93,-19.01,-0.68%,-18.88,-4.96,https://www.screener.in/company/source/quarter/294/12/2022/
ASIANENE,Mar 2023,28.89,31.83,-2.94,-10.18%,1.06,1.07,5.46,-8.41,23.90%,-10.41,-2.75,https://www.screener.in/company/source/quarter/294/3/2023/
ASIANENE,Jun 2023,28.69,31.94,-3.25,-11.33%,1.58,0.41,4.61,-6.69,0.00%,-6.70,-1.72,https://www.screener.in/company/source/quarter/294/6/2023/
ASIANENE,Sep 2023,46.02,47.36,-1.34,-2.91%,3.06,0.44,4.29,-3.01,0.66%,-3.03,-0.80,https://www.screener.in/company/source/quarter/294/9/2023/
ASIANENE,Dec 2023,45.48,41.93,3.55,7.81%,2.29,0.46,4.18,1.20,0.83%,1.20,0.27,https://www.screener.in/company/source/quarter/294/12/2023/
ASIANENE,Mar 2024,94.83,79.79,15.04,15.86%,1.10,0.66,4.22,11.26,-12.97%,12.72,3.30,https://www.screener.in/company/source/quarter/294/3/2024/
ASIANENE,Jun 2024,118.73,94.15,24.58,20.70%,-0.51,0.51,4.33,19.23,23.76%,14.67,3.56,https://www.screener.in/company/source/quarter/294/6/2024/
ASIANENE,Sep 2024,60.19,53.97,6.22,10.33%,2.09,1.00,4.30,3.01,31.56%,2.07,0.50,https://www.screener.in/company/source/quarter/294/9/2024/
ASIANENE,Dec 2024,97.72,82.38,15.34,15.70%,2.33,0.60,4.25,12.82,27.46%,9.30,2.07,https://www.screener.in/company/source/quarter/294/12/2024/
ASIANENE,Mar 2025,91.69,78.62,13.07,14.25%,3.26,0.67,4.45,11.21,26.49%,8.25,1.84,https://www.screener.in/company/source/quarter/294/3/2025/
ASIANENE,Jun 2025,215.44,183.97,31.47,14.61%,3.92,1.55,4.71,29.13,22.62%,22.55,5.03,https://www.screener.in/company/source/quarter/294/6/2025/
PUNJABCHEM,Sep 2022,272,237,35,13%,0,3,5,28,27%,20,16.52,https://www.screener.in/company/source/quarter/2598/9/2022/
PUNJABCHEM,Dec 2022,279,248,31,11%,2,4,5,24,27%,18,14.34,https://www.screener.in/company/source/quarter/2598/12/2022/
PUNJABCHEM,Mar 2023,260,226,35,13%,1,4,5,27,25%,20,16.36,https://www.screener.in/company/source/quarter/2598/3/2023/
PUNJABCHEM,Jun 2023,195,174,21,11%,1,7,5,10,69%,3,2.61,https://www.screener.in/company/source/quarter/2598/6/2023/
PUNJABCHEM,Sep 2023,281,244,38,13%,0,4,5,29,26%,22,17.83,https://www.screener.in/company/source/quarter/2598/9/2023/
PUNJABCHEM,Dec 2023,242,207,35,15%,2,7,6,25,27%,18,14.78,https://www.screener.in/company/source/quarter/2598/12/2023/
PUNJABCHEM,Mar 2024,214,188,26,12%,1,7,5,15,27%,11,9.13,https://www.screener.in/company/source/quarter/2598/3/2024/
PUNJABCHEM,Jun 2024,197,183,13,7%,0,4,6,4,32%,2,1.97,https://www.screener.in/company/source/quarter/2598/6/2024/
PUNJABCHEM,Sep 2024,242,215,28,11%,1,4,6,18,26%,13,10.96,https://www.screener.in/company/source/quarter/2598/9/2024/
PUNJABCHEM,Dec 2024,242,217,26,11%,2,5,6,17,25%,12,10.09,https://www.screener.in/company/source/quarter/2598/12/2024/
PUNJABCHEM,Mar 2025,214,195,19,9%,0,4,7,8,28%,6,4.95,https://www.screener.in/company/source/quarter/2598/3/2025/
PUNJABCHEM,Jun 2025,202,177,26,13%,-4,5,7,10,32%,7,5.75,https://www.screener.in/company/source/quarter/2598/6/2025/
CYBERMEDIA,Sep 2022,17.04,15.86,1.18,6.92%,0.04,0.35,0.10,0.77,29.87%,0.54,0.25,https://www.screener.in/company/source/quarter/749/9/2022/
CYBERMEDIA,Dec 2022,18.86,17.35,1.51,8.01%,0.01,0.46,0.09,0.97,28.87%,0.69,0.32,https://www.screener.in/company/source/quarter/749/12/2022/
CYBERMEDIA,Mar 2023,19.53,18.36,1.17,5.99%,6.03,0.22,0.09,6.89,54.86%,3.10,1.42,https://www.screener.in/company/source/quarter/749/3/2023/
CYBERMEDIA,Jun 2023,23.00,21.66,1.34,5.83%,0.12,0.23,0.10,1.13,42.48%,0.65,0.30,https://www.screener.in/company/source/quarter/749/6/2023/
CYBERMEDIA,Sep 2023,21.77,20.97,0.80,3.67%,0.23,0.17,0.10,0.76,19.74%,0.61,0.28,https://www.screener.in/company/source/quarter/749/9/2023/
CYBERMEDIA,Dec 2023,29.47,28.40,1.07,3.63%,0.38,0.19,0.10,1.16,27.59%,0.84,0.38,https://www.screener.in/company/source/quarter/749/12/2023/
CYBERMEDIA,Mar 2024,24.88,23.62,1.26,5.06%,0.44,0.34,0.10,1.26,21.43%,0.99,0.45,https://www.screener.in/company/source/quarter/749/3/2024/
CYBERMEDIA,Jun 2024,25.68,23.56,2.12,8.26%,0.03,0.19,0.10,1.86,47.85%,0.96,0.44,https://www.screener.in/company/source/quarter/749/6/2024/
CYBERMEDIA,Sep 2024,20.65,20.50,0.15,0.73%,0.08,0.18,0.05,0.00,,-0.14,-0.06,https://www.screener.in/company/source/quarter/749/9/2024/
CYBERMEDIA,Dec 2024,20.65,20.67,-0.02,-0.10%,0.33,0.19,0.07,0.05,40.00%,0.04,0.02,https://www.screener.in/company/source/quarter/749/12/2024/
CYBERMEDIA,Mar 2025,23.79,23.57,0.22,0.92%,-8.80,0.20,0.08,-8.86,2.93%,-9.12,-4.16,https://www.screener.in/company/source/quarter/749/3/2025/
CYBERMEDIA,Jun 2025,21.63,22.08,-0.45,-2.08%,0.41,0.19,0.08,-0.31,64.52%,-0.51,-0.23,https://www.screener.in/company/source/quarter/749/6/2025/
SANDHAR,Sep 2022,675,623,52,8%,3,7,29,19,32%,13,2.11,https://www.screener.in/company/source/quarter/1274309/9/2022/
SANDHAR,Dec 2022,746,690,57,8%,3,8,29,23,28%,16,2.70,https://www.screener.in/company/source/quarter/1274309/12/2022/
SANDHAR,Mar 2023,723,657,65,9%,2,9,31,27,27%,20,3.27,https://www.screener.in/company/source/quarter/1274309/3/2023/
SANDHAR,Jun 2023,765,697,68,9%,8,11,33,32,22%,25,4.04,https://www.screener.in/company/source/quarter/1274309/6/2023/
SANDHAR,Sep 2023,829,756,73,9%,3,11,35,30,27%,22,3.55,https://www.screener.in/company/source/quarter/1274309/9/2023/
SANDHAR,Dec 2023,885,804,81,9%,4,13,37,35,22%,28,4.54,https://www.screener.in/company/source/quarter/1274309/12/2023/
SANDHAR,Mar 2024,890,801,89,10%,3,13,40,39,34%,25,4.19,https://www.screener.in/company/source/quarter/1274309/3/2024/
SANDHAR,Jun 2024,918,820,98,11%,5,14,42,46,23%,36,5.96,https://www.screener.in/company/source/quarter/1274309/6/2024/
SANDHAR,Sep 2024,913,827,86,9%,7,14,41,37,22%,29,4.83,https://www.screener.in/company/source/quarter/1274309/9/2024/
SANDHAR,Dec 2024,984,885,99,10%,7,14,42,50,20%,40,6.65,https://www.screener.in/company/source/quarter/1274309/12/2024/
SANDHAR,Mar 2025,974,879,95,10%,5,14,44,42,28%,30,4.98,https://www.screener.in/company/source/quarter/1274309/3/2025/
SANDHAR,Jun 2025,"1,014",910,104,10%,10,15,44,56,23%,43,7.08,https://www.screener.in/company/source/quarter/1274309/6/2025/
NAVKARCORP,Mar 2015,84,57,28,33%,1,8,4,17,7%,16,8.60,https://www.screener.in/company/source/quarter/1273002/3/2015/
NAVKARCORP,Jun 2015,84,53,31,37%,0,7,4,21,40%,12,1.13,https://www.screener.in/company/source/quarter/1273002/6/2015/
NAVKARCORP,Sep 2015,82,51,31,38%,3,10,5,18,10%,17,1.52,https://www.screener.in/company/source/quarter/1273002/9/2015/
NAVKARCORP,Dec 2015,86,55,30,35%,4,8,5,22,9%,20,1.40,https://www.screener.in/company/source/quarter/1273002/12/2015/
NAVKARCORP,Jun 2016,88,54,34,39%,10,8,5,32,16%,27,1.87,https://www.screener.in/company/source/quarter/1273002/6/2016/
NAVKARCORP,Sep 2016,90,55,35,39%,4,8,5,26,10%,24,1.65,https://www.screener.in/company/source/quarter/1273002/9/2016/
NAVKARCORP,Dec 2016,90,56,34,38%,3,7,5,26,12%,22,1.57,https://www.screener.in/company/source/quarter/1273002/12/2016/
NAVKARCORP,Mar 2017,92,59,33,36%,2,9,5,22,10%,19,1.36,https://www.screener.in/company/source/quarter/1273002/3/2017/
NAVKARCORP,Jun 2017,99,64,35,35%,3,8,5,26,22%,20,1.42,https://www.screener.in/company/source/quarter/1273002/6/2017/
NAVKARCORP,Sep 2017,99,60,39,39%,1,7,5,28,21%,22,1.52,https://www.screener.in/company/source/quarter/1273002/9/2017/
NAVKARCORP,Dec 2017,108,67,40,38%,0,5,5,30,18%,25,1.74,https://www.screener.in/company/source/quarter/1273002/12/2017/
DHARAN,Jun 2022,21.13,22.28,-1.15,-5.44%,0.61,4.00,0.02,-4.56,116.23%,-9.86,-0.08,https://www.screener.in/company/source/quarter/1274310/6/2022/
DHARAN,Sep 2022,14.40,10.98,3.42,23.75%,0.14,2.34,0.03,1.19,12.61%,1.03,0.01,https://www.screener.in/company/source/quarter/1274310/9/2022/
DHARAN,Dec 2022,13.55,9.07,4.48,33.06%,0.29,3.64,0.03,1.10,7.27%,1.01,0.01,https://www.screener.in/company/source/quarter/1274310/12/2022/
DHARAN,Mar 2023,17.73,22.18,-4.45,-25.10%,1.84,3.37,0.03,-6.01,-3.66%,-5.80,-0.05,https://www.screener.in/company/source/quarter/1274310/3/2023/
DHARAN,Jun 2023,62.50,69.57,-7.07,-11.31%,12.07,2.89,0.03,2.08,3.85%,1.99,0.01,https://www.screener.in/company/source/quarter/1274310/6/2023/
DHARAN,Sep 2023,9.71,21.42,-11.71,-120.60%,1.52,3.19,0.03,-13.41,0.00%,-13.41,-0.08,https://www.screener.in/company/source/quarter/1274310/9/2023/
DHARAN,Dec 2023,-4.52,8.98,-13.50,,14.36,2.81,0.03,-1.98,0.00%,-1.98,-0.01,https://www.screener.in/company/source/quarter/1274310/12/2023/
DHARAN,Mar 2024,12.58,45.70,-33.12,-263.28%,10.61,6.48,0.06,-29.05,-0.03%,-29.04,-0.15,https://www.screener.in/company/source/quarter/1274310/3/2024/
DHARAN,Jun 2024,12.55,19.37,-6.82,-54.34%,2.59,1.27,0.03,-5.53,0.36%,-5.55,-0.03,https://www.screener.in/company/source/quarter/1274310/6/2024/
DHARAN,Sep 2024,9.33,23.11,-13.78,-147.70%,1.16,2.76,0.03,-15.41,0.00%,-15.41,-0.06,https://www.screener.in/company/source/quarter/1274310/9/2024/
DHARAN,Dec 2024,6.20,6.42,-0.22,-3.55%,1.74,1.91,0.03,-0.42,0.00%,-0.43,-0.00,https://www.screener.in/company/source/quarter/1274310/12/2024/
DHARAN,Mar 2025,1.09,25.23,-24.14,"-2,214.68%",1.02,-3.13,0.03,-20.02,0.05%,-20.03,-0.04,https://www.screener.in/company/source/quarter/1274310/3/2025/
CAMPUS,Jun 2021,275,210,65,24%,0,4,11,50,80%,10,0.66,https://www.screener.in/company/source/quarter/1275219/6/2021/
CAMPUS,Dec 2021,135,120,15,11%,1,4,11,1,-151%,2,0.13,https://www.screener.in/company/source/quarter/1275219/12/2021/
CAMPUS,Mar 2022,434,341,93,21%,0,5,14,75,27%,55,1.80,https://www.screener.in/company/source/quarter/1275219/3/2022/
CAMPUS,Jun 2022,352,274,78,22%,0,6,15,57,31%,40,1.30,https://www.screener.in/company/source/quarter/1275219/6/2022/
UNIVCABLES,Sep 2022,514,470,44,9%,18,22,6,35,23%,27,7.72,https://www.screener.in/company/source/quarter/3560/9/2022/
UNIVCABLES,Dec 2022,514,468,46,9%,15,24,6,32,18%,26,7.47,https://www.screener.in/company/source/quarter/3560/12/2022/
UNIVCABLES,Mar 2023,591,548,43,7%,17,24,6,31,21%,24,7.04,https://www.screener.in/company/source/quarter/3560/3/2023/
UNIVCABLES,Jun 2023,583,531,52,9%,35,27,6,54,24%,41,11.83,https://www.screener.in/company/source/quarter/3560/6/2023/
UNIVCABLES,Sep 2023,479,443,37,8%,22,21,6,32,25%,24,6.93,https://www.screener.in/company/source/quarter/3560/9/2023/
UNIVCABLES,Dec 2023,494,471,23,5%,18,22,6,14,17%,12,3.36,https://www.screener.in/company/source/quarter/3560/12/2023/
UNIVCABLES,Mar 2024,467,426,41,9%,23,24,6,33,28%,24,6.91,https://www.screener.in/company/source/quarter/3560/3/2024/
UNIVCABLES,Jun 2024,580,519,61,11%,34,24,6,65,25%,49,14.00,https://www.screener.in/company/source/quarter/3560/6/2024/
UNIVCABLES,Sep 2024,489,457,32,6%,9,26,7,8,33%,6,1.61,https://www.screener.in/company/source/quarter/3560/9/2024/
UNIVCABLES,Dec 2024,638,591,47,7%,9,26,7,23,21%,18,5.27,https://www.screener.in/company/source/quarter/3560/12/2024/
UNIVCABLES,Mar 2025,608,569,39,6%,16,27,7,21,25%,16,4.56,https://www.screener.in/company/source/quarter/3560/3/2025/
UNIVCABLES,Jun 2025,674,612,62,9%,35,25,7,65,23%,50,14.32,https://www.screener.in/company/source/quarter/3560/6/2025/
TITAN,Sep 2022,"9,443","8,247","1,196",13%,44,65,103,"1,072",26%,790,8.84,https://www.screener.in/company/source/quarter/3437/9/2022/
TITAN,Dec 2022,"9,163","7,916","1,247",14%,61,60,106,"1,142",27%,835,9.36,https://www.screener.in/company/source/quarter/3437/12/2022/
TITAN,Mar 2023,"11,609","10,262","1,347",12%,90,79,113,"1,245",27%,913,10.18,https://www.screener.in/company/source/quarter/3437/3/2023/
TITAN,Jun 2023,"10,360","9,271","1,089",11%,114,96,119,988,26%,736,8.22,https://www.screener.in/company/source/quarter/3437/6/2023/
TITAN,Sep 2023,"11,897","10,772","1,125",9%,114,109,128,"1,002",25%,756,8.48,https://www.screener.in/company/source/quarter/3437/9/2023/
TITAN,Dec 2023,"12,529","11,118","1,411",11%,125,140,144,"1,252",27%,916,10.31,https://www.screener.in/company/source/quarter/3437/12/2023/
